SeniorCitizen,tenure,MonthlyCharges,Churn,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year
0,57,65,0,False,True,True,False,False,False,False
0,9,20,0,True,True,True,True,True,False,False
0,9,71,1,False,False,True,False,False,False,False
0,33,45,0,True,False,True,False,False,False,False
0,1,19,0,True,False,True,False,True,False,True
0,7,79,1,False,False,True,True,True,False,False
0,1,72,1,True,False,True,True,False,False,True
0,65,20,0,True,True,True,False,False,False,False
0,10,86,1,True,False,True,False,False,True,False
0,70,95,0,True,False,True,True,True,False,False
0,29,99,1,False,False,True,False,False,False,False
0,21,104,1,True,True,True,False,False,False,True
0,1,91,1,True,False,True,False,False,False,False
0,5,20,0,True,False,True,False,False,False,False
0,56,90,0,True,False,True,True,False,False,True
0,35,85,1,True,True,True,False,True,False,False
0,10,20,0,True,True,True,False,False,False,True
0,31,50,0,False,False,False,False,False,False,True
1,37,86,1,True,False,True,False,True,False,False
1,57,95,1,True,False,True,True,False,False,True
0,34,26,0,False,True,True,True,False,False,False
0,3,99,1,False,False,True,True,True,False,True
0,4,83,0,False,False,True,True,True,True,False
0,54,20,0,False,False,True,True,False,False,True
0,6,20,0,True,True,True,True,True,False,True
0,22,60,0,True,False,True,False,False,True,False
0,23,97,0,True,False,True,False,False,False,False
0,68,58,0,False,False,True,False,False,True,False
0,48,20,0,False,True,True,False,False,False,False
0,34,21,0,True,True,True,False,False,False,False
0,41,80,0,False,False,True,True,True,False,False
0,9,76,0,True,False,True,True,True,True,False
1,18,104,0,False,False,True,False,False,False,True
0,35,96,0,True,False,True,False,False,False,False
0,55,79,0,True,True,True,False,True,False,False
0,54,108,0,True,False,True,True,True,False,False
1,2,79,1,False,False,True,False,False,True,False
0,52,106,0,True,False,True,False,False,False,True
0,72,70,0,True,False,True,True,False,False,True
0,9,70,0,True,False,True,False,False,False,False
0,3,70,0,False,True,True,True,True,False,False
1,4,75,0,True,False,True,False,True,False,False
0,69,76,0,True,True,True,True,False,False,True
0,67,36,0,False,True,False,False,False,True,False
0,4,80,1,True,False,True,False,False,False,True
0,13,46,1,True,False,False,False,True,False,False
0,45,81,0,False,True,True,True,False,False,True
0,68,101,0,True,False,True,False,False,False,False
0,69,74,0,False,True,True,False,False,False,False
0,70,58,0,False,False,False,False,True,True,False
0,1,20,1,False,False,True,True,True,False,False
0,45,26,0,False,True,True,False,False,False,True
0,37,20,0,False,True,True,False,True,True,False
0,10,40,0,False,True,False,False,False,True,False
0,1,89,0,False,True,True,True,False,False,False
0,29,69,0,True,True,True,True,True,False,False
1,72,104,0,True,True,True,False,True,False,False
0,2,76,1,False,False,True,True,True,False,False
0,24,54,0,True,False,True,False,False,True,False
0,4,79,1,False,False,True,False,False,False,False
0,72,19,0,True,False,True,False,False,False,False
0,11,79,0,False,False,True,True,True,False,False
0,44,20,0,False,True,True,False,False,True,False
0,62,20,0,True,True,True,False,True,False,False
0,70,25,0,True,True,True,False,False,False,False
1,1,25,1,False,False,False,False,False,False,False
0,4,106,1,False,False,True,False,False,False,False
1,2,86,1,False,False,True,False,False,True,False
0,41,56,0,False,False,True,True,False,False,False
1,1,19,1,False,False,True,True,False,True,False
1,72,84,0,True,False,True,False,True,False,False
0,63,109,0,False,False,True,False,False,False,True
0,68,80,0,True,False,True,True,True,False,True
1,59,100,0,False,False,True,False,False,False,True
1,52,49,0,True,False,False,False,True,False,False
1,26,106,1,True,True,True,True,False,False,True
0,66,57,0,True,False,False,True,True,False,False
1,56,96,0,False,False,True,True,True,False,True
0,72,79,0,False,False,True,False,False,False,False
1,2,70,0,True,False,True,False,True,True,False
0,68,117,0,True,False,True,False,True,False,False
0,61,85,0,True,True,True,True,True,False,True
0,1,20,0,True,False,True,False,True,False,False
0,2,20,0,True,False,True,False,True,False,False
0,2,20,1,False,False,True,False,True,True,False
1,68,85,0,True,True,True,False,False,False,True
0,9,68,0,True,False,True,False,True,False,False
0,13,83,1,True,False,True,False,True,False,False
0,22,20,0,False,False,True,False,True,True,False
0,66,25,0,True,True,True,False,False,False,False
0,8,20,0,True,True,True,False,False,False,False
0,2,70,0,True,True,True,False,False,False,True
0,3,56,0,True,False,True,False,False,True,False
0,5,92,1,True,False,True,True,True,False,False
0,13,20,0,True,False,True,False,False,False,False
0,53,65,0,True,True,True,False,False,False,True
0,3,20,0,True,False,True,False,False,False,True
0,46,95,0,True,False,True,True,False,False,True
0,39,40,0,False,False,False,False,True,False,False
0,30,108,0,False,True,True,False,True,False,False
0,23,99,0,False,False,True,True,False,False,True
0,40,20,0,True,True,True,False,False,True,False
0,45,63,0,False,False,True,False,False,False,False
0,53,20,0,True,False,True,False,False,True,False
1,72,112,0,False,False,True,False,False,True,False
0,28,20,0,True,True,True,False,False,True,False
0,49,67,0,False,False,True,False,False,False,False
0,1,75,1,True,False,True,True,True,False,False
0,20,81,0,False,False,True,True,False,False,True
0,53,61,0,False,True,True,True,True,False,True
0,67,69,0,True,False,True,False,True,False,False
0,11,74,1,True,False,True,False,True,False,False
0,52,86,0,False,True,True,False,False,False,True
0,1,91,1,False,False,True,True,False,False,False
0,48,56,0,False,False,True,True,False,False,False
0,7,75,1,False,False,True,False,False,False,True
0,7,71,0,True,True,True,True,True,False,False
0,12,84,0,False,True,True,False,True,False,False
0,40,25,0,True,False,True,False,False,False,True
0,55,78,0,True,False,True,True,False,False,True
0,20,20,0,False,False,True,True,True,False,True
0,1,36,1,True,False,False,False,False,True,False
0,72,84,0,False,True,True,False,True,False,False
0,63,110,0,True,False,True,False,False,False,False
0,70,65,0,False,False,False,False,True,False,False
0,8,64,0,False,False,True,True,False,True,False
0,1,46,1,False,False,True,False,True,False,False
0,16,20,0,True,False,True,False,False,False,False
0,11,25,0,False,True,False,True,True,True,False
0,11,75,1,True,False,True,False,True,True,False
0,41,88,0,False,True,True,False,True,False,False
0,14,76,0,True,True,True,False,False,False,False
0,61,89,0,False,False,True,True,False,True,False
0,20,89,0,False,False,True,False,False,False,False
0,47,106,1,False,False,True,False,False,False,True
0,2,60,0,True,True,True,True,True,False,True
0,41,60,0,True,True,True,True,True,True,False
0,72,25,0,False,False,True,False,False,False,False
0,72,80,0,False,True,True,False,False,False,False
0,46,96,0,False,False,True,False,False,False,False
0,1,20,1,True,False,True,True,True,False,False
0,29,45,0,True,True,False,True,True,False,False
0,37,100,0,False,False,True,False,False,False,True
0,19,62,0,True,False,True,True,True,True,False
0,49,78,0,False,True,True,True,False,False,True
0,13,44,0,True,True,True,True,False,False,True
0,22,50,0,False,False,True,False,True,False,False
1,53,97,0,False,False,True,False,False,False,True
0,24,50,1,True,False,True,True,False,False,True
0,37,20,0,False,False,True,False,True,False,False
0,6,55,1,True,True,True,False,False,False,True
0,7,80,1,False,False,True,False,False,False,False
0,12,20,1,False,True,True,True,True,False,False
0,71,25,0,False,False,True,False,True,False,False
0,26,82,0,True,True,True,True,True,False,False
0,6,46,0,False,False,True,True,True,False,False
0,32,88,0,True,False,True,False,False,False,False
0,47,59,0,False,False,True,False,False,False,False
0,31,21,0,False,True,True,False,False,False,False
0,52,84,0,False,True,True,False,False,False,False
0,60,61,0,False,False,False,False,False,False,False
0,48,66,0,False,False,True,True,False,False,False
0,45,19,0,True,False,True,True,False,False,False
0,39,80,1,False,False,True,False,True,False,False
1,1,86,1,False,False,True,True,True,True,False
0,1,70,1,True,False,True,False,False,False,False
0,6,79,1,False,False,True,False,True,False,False
0,9,76,0,True,False,True,False,True,False,False
0,72,114,0,True,True,True,False,False,False,False
1,71,52,0,True,False,False,True,True,False,False
0,71,20,0,True,True,True,False,False,True,False
0,64,95,0,False,False,True,False,True,True,False
0,28,20,0,False,True,True,False,True,False,False
0,70,115,0,False,True,True,False,False,False,False
1,39,96,1,True,False,True,False,False,False,False
0,16,20,0,False,True,True,False,True,False,True
1,66,111,1,True,False,True,True,True,False,False
1,21,95,0,False,False,True,True,False,False,False
0,44,85,1,False,False,True,False,True,False,False
1,54,99,0,False,False,True,False,False,True,False
0,4,57,0,True,False,True,True,True,False,False
1,60,110,0,False,False,True,False,True,False,False
0,26,92,0,True,False,True,False,False,False,True
0,24,79,0,False,True,True,True,True,False,False
0,53,19,0,True,True,True,True,False,False,True
0,46,19,0,False,True,True,True,True,False,False
0,56,89,0,False,True,True,False,False,False,True
0,7,59,0,False,False,True,True,True,False,False
0,1,86,1,False,False,True,True,False,True,False
0,1,46,0,True,False,True,False,False,False,False
0,60,20,0,True,False,True,False,True,False,False
0,61,21,0,True,False,True,True,True,False,True
0,42,34,1,False,False,False,False,True,False,False
0,27,20,0,True,False,True,False,True,False,False
0,9,85,1,False,True,True,True,True,True,False
0,72,20,0,False,False,True,False,False,False,True
0,23,20,0,False,False,True,False,False,True,False
1,47,95,1,False,False,True,False,True,False,False
1,54,19,0,False,False,True,True,True,False,False
1,2,96,0,True,False,True,True,False,True,False
0,38,60,0,True,False,False,False,False,False,True
1,47,100,0,False,False,True,False,False,False,False
0,22,56,0,True,False,True,False,False,True,False
0,2,91,0,True,False,True,False,False,False,True
0,72,79,0,False,True,True,True,True,False,False
1,58,45,1,True,False,False,False,True,False,False
0,69,79,0,True,True,True,False,True,False,False
0,18,70,0,True,False,True,False,False,False,False
0,55,20,0,False,True,True,True,True,False,False
0,46,101,0,False,False,True,False,False,False,True
0,5,19,0,True,False,True,False,False,True,False
0,4,34,1,False,False,False,True,True,True,False
1,5,90,1,True,False,True,True,True,False,False
0,65,61,0,False,True,True,True,True,False,False
0,35,21,0,True,False,True,True,False,True,False
1,45,97,0,False,False,True,True,True,False,True
0,2,20,0,False,False,True,True,False,False,True
0,22,80,0,False,True,True,False,True,False,False
0,70,69,0,True,True,True,True,True,False,False
0,30,66,0,False,True,True,False,False,False,False
0,61,108,0,True,False,True,True,False,False,True
0,29,20,0,False,False,True,True,False,False,False
0,61,106,1,True,False,True,False,False,True,False
0,25,90,1,True,True,True,False,False,True,False
0,71,113,0,True,False,True,True,True,False,False
0,1,35,0,False,False,False,False,True,False,False
0,62,70,0,False,True,True,False,False,False,True
0,64,74,0,True,False,True,False,False,False,False
0,64,91,0,False,True,True,False,True,True,False
1,29,84,0,True,False,True,True,False,False,True
0,2,71,1,False,False,True,False,False,True,False
0,1,20,0,True,False,True,False,True,False,False
0,1,51,1,True,False,True,True,True,False,False
0,45,25,0,False,True,True,False,False,False,False
0,66,114,0,True,False,True,False,True,False,False
0,54,107,1,False,False,True,True,False,False,False
0,70,80,0,False,True,True,True,True,False,True
1,37,92,1,True,False,True,False,False,False,False
1,3,80,1,True,False,True,True,True,True,False
0,23,55,0,True,True,True,False,False,False,False
1,60,100,0,False,False,True,False,True,False,True
0,35,33,0,False,False,False,False,False,True,False
0,27,74,0,False,True,True,False,False,False,True
0,24,52,0,False,True,False,False,True,False,False
1,2,94,1,False,False,True,False,True,False,False
0,67,91,1,True,False,True,False,False,False,False
0,2,48,1,True,False,True,False,False,False,False
0,1,20,1,False,False,True,True,True,True,False
0,1,79,1,False,True,True,True,True,False,True
0,14,54,0,False,False,True,False,False,True,False
1,38,95,0,True,False,True,True,True,False,False
0,1,70,1,False,False,True,False,False,False,True
0,2,70,0,False,False,True,True,True,True,False
0,12,79,1,False,False,True,False,True,False,False
0,31,98,0,True,True,True,True,False,True,False
0,35,72,0,True,True,True,False,False,False,False
1,72,110,0,True,False,True,True,True,False,False
0,8,94,1,False,True,True,True,False,False,True
0,10,98,1,True,False,True,True,True,True,False
1,5,69,1,False,False,True,False,True,True,False
0,63,84,0,True,True,True,False,False,False,False
0,71,26,0,False,False,True,False,False,False,True
1,46,104,0,False,False,True,True,True,False,False
0,52,23,0,False,True,True,True,True,False,True
0,1,46,1,True,False,True,False,False,False,False
0,1,80,1,True,False,True,True,True,False,False
0,72,113,0,False,False,True,False,False,True,False
0,3,84,1,False,False,True,True,True,False,False
0,28,61,0,True,False,True,False,False,False,False
0,39,51,0,False,True,True,True,True,False,False
0,33,26,0,False,False,True,True,False,False,False
0,12,61,0,False,False,False,False,False,False,False
0,1,74,1,True,True,True,False,False,False,False
0,6,79,0,True,False,True,True,True,False,False
0,3,86,0,True,False,True,True,False,False,True
0,4,88,1,True,False,True,True,True,False,False
0,34,90,0,True,True,True,False,True,False,False
0,1,20,0,True,False,True,False,False,False,False
1,15,96,1,False,False,True,False,False,True,False
0,1,25,1,True,True,False,False,False,True,False
0,3,51,1,False,False,True,False,False,True,False
0,1,20,1,True,False,True,True,True,False,False
0,3,20,0,False,False,True,False,False,True,False
0,30,81,0,False,True,True,False,False,False,True
0,5,54,1,False,False,True,False,False,False,True
1,68,20,0,True,False,True,True,True,True,False
0,1,20,0,False,False,True,False,True,False,False
0,5,80,1,False,False,True,False,False,False,False
0,1,71,1,False,False,True,False,False,False,False
0,13,20,0,True,True,True,True,True,False,False
0,35,80,0,False,False,True,True,False,True,False
0,4,70,0,True,True,True,True,True,False,False
0,9,25,0,True,False,False,True,True,False,False
1,45,86,0,False,False,True,False,True,False,False
0,21,28,0,False,False,False,False,True,False,False
0,26,89,1,False,False,True,True,True,False,True
0,1,85,1,False,False,True,True,False,False,True
1,2,89,1,False,False,True,False,True,False,False
0,11,70,0,False,False,True,False,True,False,False
0,59,109,0,False,False,True,True,False,False,False
0,31,84,0,False,False,True,False,True,False,False
0,54,25,0,False,True,True,True,True,True,False
0,16,19,0,False,True,True,True,False,True,False
1,9,55,1,True,False,True,False,False,False,False
0,21,97,1,False,False,True,True,False,False,False
0,1,21,0,True,False,True,True,True,True,False
0,23,54,0,False,False,True,True,True,False,False
1,7,74,1,True,False,True,True,True,False,False
0,21,104,0,True,False,True,True,False,True,False
0,65,108,0,False,False,True,False,False,False,False
0,4,45,1,True,False,False,False,False,False,True
0,72,112,0,True,True,True,False,False,False,False
1,68,42,0,True,False,False,False,False,False,False
0,67,85,0,False,True,True,False,False,False,True
0,1,79,1,True,False,True,False,False,False,False
0,69,96,0,False,False,True,False,False,True,False
0,60,90,0,True,False,True,True,True,False,True
0,3,88,1,True,False,True,True,True,False,False
0,63,59,0,True,True,False,False,False,False,False
0,71,91,0,True,True,True,True,True,False,False
0,35,86,1,False,False,True,True,True,False,False
0,34,70,1,False,False,True,True,True,True,False
0,53,70,0,True,True,True,True,False,False,False
0,17,34,0,True,False,False,False,True,False,False
0,1,60,1,False,True,True,True,True,False,False
0,56,81,0,True,False,True,False,True,False,False
0,7,50,1,True,True,True,True,False,False,True
0,67,111,0,True,False,True,False,True,False,False
0,11,61,0,True,False,True,False,True,False,True
0,1,20,0,True,True,True,True,False,True,False
0,2,25,0,True,False,True,False,False,False,False
0,69,105,0,False,False,True,False,False,False,False
0,1,80,1,True,False,True,False,True,False,False
0,21,90,0,False,False,True,True,False,False,True
1,72,97,0,True,False,True,True,True,False,False
1,2,84,0,False,False,True,False,True,True,False
0,57,21,0,True,False,True,False,False,False,True
0,1,90,1,True,False,True,False,False,False,False
0,4,81,1,True,False,True,True,True,False,False
0,2,19,0,False,False,True,False,False,False,False
0,9,77,0,False,False,True,False,False,False,False
0,71,111,0,False,False,True,True,True,False,False
0,13,19,0,False,True,True,True,True,False,False
0,50,45,0,True,True,True,True,True,False,True
1,10,90,1,True,False,True,False,False,False,True
1,64,94,0,True,False,True,True,True,False,True
0,1,70,1,False,True,True,True,True,True,False
0,2,25,0,True,False,False,False,False,False,True
0,30,110,0,False,False,True,False,False,False,False
0,7,90,1,True,False,True,False,False,True,False
0,26,19,0,True,False,True,False,False,False,False
0,20,50,0,True,False,True,False,False,False,False
0,72,26,0,False,False,True,False,False,False,False
0,13,56,1,False,True,True,False,True,False,False
0,70,85,0,True,False,True,True,True,False,False
0,3,30,0,True,False,False,False,False,False,False
0,2,76,1,True,False,True,False,False,False,False
1,72,116,0,False,False,True,False,True,False,False
1,33,84,1,True,False,True,False,True,False,False
1,15,74,1,True,False,True,False,False,False,True
0,1,29,0,True,False,False,False,False,False,False
1,55,99,1,True,False,True,False,True,False,False
0,5,64,0,True,True,True,True,True,True,False
0,3,80,1,True,False,True,False,True,False,False
0,65,90,0,False,False,True,True,True,False,True
0,39,60,0,True,True,True,True,True,False,False
0,70,25,0,True,False,True,True,False,False,True
0,34,116,0,True,False,True,False,False,False,True
0,30,50,0,True,False,True,True,True,False,False
0,12,50,0,False,False,False,True,True,False,True
0,9,20,0,True,True,True,False,False,False,False
0,49,56,0,False,False,False,False,True,False,False
0,7,44,0,False,False,True,True,False,True,False
1,38,83,0,False,False,True,False,False,False,False
0,63,109,0,True,False,True,False,False,True,False
1,1,72,1,True,False,True,False,False,False,False
0,30,90,0,True,False,True,False,False,False,True
0,23,74,0,False,False,True,False,False,False,False
0,57,70,0,False,False,True,True,True,False,False
1,70,76,0,False,False,True,True,True,True,False
0,71,107,0,True,True,True,True,True,False,True
0,20,50,0,True,True,True,True,False,True,False
0,72,25,0,False,True,True,False,True,False,False
0,22,70,0,True,False,True,True,False,False,True
0,15,26,0,True,False,True,True,True,False,False
0,9,49,1,False,False,False,True,True,False,False
0,38,105,1,False,False,True,False,True,False,False
1,7,30,0,True,False,False,True,True,False,False
0,26,73,0,False,False,True,False,False,False,False
0,56,60,0,False,False,True,False,True,True,False
0,49,20,0,False,False,True,True,True,False,False
0,3,70,0,False,False,True,True,True,False,False
1,1,74,1,True,False,True,True,True,False,False
1,70,20,0,False,False,True,True,True,False,False
0,23,56,0,False,False,True,True,True,False,False
0,65,60,0,False,False,True,False,False,True,False
1,69,108,1,True,False,True,False,True,False,False
0,1,55,1,False,False,True,False,True,False,False
0,24,90,1,True,False,True,False,False,False,False
0,25,95,0,False,False,True,True,True,True,False
0,17,20,0,False,False,True,True,False,False,False
0,32,70,0,True,False,True,True,True,False,False
0,68,20,0,True,True,True,True,True,False,False
0,70,20,0,False,True,True,True,True,False,False
0,54,105,0,True,True,True,False,True,True,False
0,15,19,1,False,False,True,True,True,False,True
0,71,67,0,True,True,True,True,True,True,False
0,70,20,0,True,False,True,False,False,False,True
1,53,96,0,False,False,True,True,True,False,True
0,2,80,0,False,False,True,False,False,False,True
1,59,79,0,False,False,True,False,False,False,True
0,22,84,0,False,False,True,False,True,False,False
0,22,76,0,False,True,True,True,True,True,False
0,57,50,0,False,False,False,True,True,False,False
0,1,71,1,False,False,True,True,True,False,False
0,10,102,1,False,True,True,True,True,False,False
1,55,52,0,False,False,True,False,False,True,False
0,43,24,0,False,True,True,False,True,True,False
1,18,48,1,False,False,False,False,False,False,True
0,2,81,0,False,True,True,True,True,False,True
0,52,25,0,False,True,True,True,False,False,False
0,60,61,0,True,False,True,False,False,False,False
0,59,83,0,False,False,True,True,True,False,False
0,69,104,0,False,False,True,False,False,False,False
0,14,101,1,True,False,True,False,True,True,False
0,43,60,0,False,True,False,False,True,False,False
0,12,19,0,False,True,True,True,True,True,False
0,8,20,0,False,True,True,True,True,True,False
0,3,69,0,False,True,True,False,False,False,False
0,58,105,0,True,True,True,True,True,False,True
0,13,63,0,False,True,True,True,True,False,True
0,23,20,0,True,False,True,False,False,False,True
0,17,79,0,False,False,True,True,False,False,True
0,52,109,0,True,False,True,True,True,False,False
0,32,79,1,True,False,True,True,False,True,False
0,36,35,0,False,False,False,False,False,False,False
1,67,25,0,True,False,True,False,False,True,False
1,29,104,0,True,True,True,False,True,False,False
0,65,111,0,False,False,True,False,False,False,False
1,41,84,1,True,False,True,True,True,True,False
0,60,66,0,True,True,True,True,False,False,False
0,53,20,0,False,False,True,False,False,False,False
0,68,25,0,False,False,True,True,True,False,True
1,2,75,1,True,False,True,False,False,False,False
0,61,34,0,True,True,False,False,False,False,True
0,41,20,0,True,True,True,False,True,True,False
1,69,74,0,True,False,True,True,False,False,True
1,35,76,0,True,True,True,True,True,False,False
0,7,51,1,True,False,True,False,False,True,False
1,50,25,0,False,False,True,False,False,False,True
0,36,64,0,True,True,True,True,False,False,True
0,48,100,0,False,False,True,False,False,True,False
0,71,82,0,False,False,True,True,True,True,False
1,65,109,0,True,False,True,True,True,False,False
0,23,94,0,False,False,True,False,False,False,True
1,66,64,0,False,False,True,True,True,True,False
0,5,25,0,False,True,False,False,True,False,False
1,72,113,0,True,False,True,True,True,False,False
0,2,20,0,False,False,True,False,False,False,False
0,12,19,0,False,False,True,False,False,False,False
0,3,92,1,True,True,True,False,True,False,False
0,72,89,0,True,False,True,True,True,False,False
1,18,59,0,True,False,True,False,False,False,False
0,39,54,0,True,False,True,False,False,False,False
1,26,86,0,False,False,True,True,True,False,False
0,72,65,0,False,False,True,False,False,False,True
0,3,24,0,True,False,True,False,False,True,False
0,1,60,1,True,False,True,True,True,False,True
0,34,87,1,False,True,True,True,False,False,True
0,11,76,0,False,False,True,True,True,False,True
0,66,20,0,True,False,True,True,False,True,False
0,2,81,1,False,False,True,True,False,False,True
0,8,66,0,False,False,True,False,True,False,False
0,33,70,0,False,False,True,False,False,False,False
0,72,26,0,False,False,True,True,False,False,False
0,58,60,0,False,False,True,False,False,False,True
0,30,84,0,True,True,True,True,False,False,False
0,5,25,1,True,False,False,True,True,True,False
1,46,110,0,False,True,True,False,False,False,True
0,4,70,0,True,False,True,False,True,False,False
0,40,65,0,False,False,True,False,False,True,False
0,72,84,0,True,False,True,True,True,True,False
0,49,100,1,True,True,True,True,True,False,True
0,1,55,1,False,False,True,True,True,True,False
0,52,85,1,True,False,True,True,False,False,True
0,72,20,0,False,True,True,False,False,False,True
1,28,39,0,False,True,False,False,False,True,False
0,33,91,0,True,False,True,True,True,False,True
0,10,74,0,False,True,True,True,True,False,False
0,16,93,1,False,False,True,False,False,False,False
0,22,70,1,False,True,True,False,False,False,False
0,58,25,0,False,False,True,False,False,False,True
0,72,110,0,True,False,True,True,True,True,False
0,10,54,0,True,False,True,True,False,False,True
0,5,20,0,False,False,True,True,False,False,False
0,2,71,1,False,False,True,False,False,False,False
0,2,71,1,False,False,True,True,True,True,False
0,2,54,0,False,False,True,True,True,False,False
0,53,104,0,False,True,True,True,True,False,False
1,25,89,1,True,False,True,False,False,False,False
0,64,113,0,False,True,True,True,True,True,False
0,2,46,0,False,False,True,False,True,True,False
0,16,69,0,True,True,True,False,False,False,True
0,39,48,0,False,False,True,False,False,False,False
0,35,26,0,True,False,True,False,True,False,False
0,31,76,0,False,False,True,True,True,False,False
0,5,54,1,False,False,True,True,True,True,False
